姓, 栄籐, エトウ, エイトウ
名,滋海,シゲミ,アサミ,マスミ,ヨシミ
名,穂鷹,ホタカ
名,快将,カイショウ
名,代主,ダイシュ
名,乙和葉,トワヨ,トワハ
名,穂尚,ホタカ
名,賀富,シゲトミ,ヒロトミ,ヨシトミ,ヨリトミ
名,桂珠,ケイジュ
名,慶衛,チカモリ,チカヨシ,ヤスモリ,ヤスヨシ,ヨシモリ
名,顕比古,アキヒコ,タカヒコ,テルヒコ
名,直冶,ナオハル
名,古太馬,フタバ
名,貴槻,タカツキ
名,大帆,ヒロホ,タホ,ハルホ,ダイホ
名,斉貴,サイキ,イツキ
名,睦幾,ムツキ
名,宜且,スミカツ,ノブカツ,ノリカツ,マサカツ,ヨシカツ
名,弥都城,ミトクニ,ヤトクニ,ミトシゲ,ヤトシゲ,ミトムラ,ヤトムラ
